TCGplayer Id,Product Line,Set Name,Product Name,Title,Number,Rarity,Condition,TCG Market Price,TCG Direct Low,TCG Low Price With Shipping,TCG Low Price,Total Quantity,Add to Quantity,TCG Marketplace Price,Photo URL
"7484040","Sorcery Contested Realm","Alpha","Atlantean Fate (Foil)","","","Unique","Near Mint Foil","","","376.2900","376.2900","","0","",""
"7484041","Sorcery Contested Realm","Alpha","Atlantean Fate (Foil)","","","Unique","Lightly Played Foil","","","","","","0","",""
"7484042","Sorcery Contested Realm","Alpha","Atlantean Fate (Foil)","","","Unique","Moderately Played Foil","","","","","","0","",""
"7484043","Sorcery Contested Realm","Alpha","Atlantean Fate (Foil)","","","Unique","Heavily Played Foil","","","","","","0","",""
"7484044","Sorcery Contested Realm","Alpha","Atlantean Fate (Foil)","","","Unique","Damaged Foil","","","","","","0","",""
"7484045","Sorcery Contested Realm","Alpha","Atlas Wanderers","","","Elite","Near Mint","1.92","","3.0100","1.7000","","0","",""
"7484046","Sorcery Contested Realm","Alpha","Atlas Wanderers","","","Elite","Lightly Played","","","6.9900","2.0000","","0","",""
"7484047","Sorcery Contested Realm","Alpha","Atlas Wanderers","","","Elite","Moderately Played","","","","","","0","",""
"7484048","Sorcery Contested Realm","Alpha","Atlas Wanderers","","","Elite","Heavily Played","","","","","","0","",""
"7484049","Sorcery Contested Realm","Alpha","Atlas Wanderers","","","Elite","Damaged","","","","","","0","",""
"7484050","Sorcery Contested Realm","Alpha","Atlas Wanderers (Foil)","","","Elite","Near Mint Foil","74.95","","78.9800","74.9900","","0","",""
"7484051","Sorcery Contested Realm","Alpha","Atlas Wanderers (Foil)","","","Elite","Lightly Played Foil","","","","","","0","",""
"7484052","Sorcery Contested Realm","Alpha","Atlas Wanderers (Foil)","","","Elite","Moderately Played Foil","","","","","","0","",""
"7484053","Sorcery Contested Realm","Alpha","Atlas Wanderers (Foil)","","","Elite","Heavily Played Foil","","","","","","0","",""
"7484054","Sorcery Contested Realm","Alpha","Atlas Wanderers (Foil)","","","Elite","Damaged Foil","","","","","","0","",""
"7484055","Sorcery Contested Realm","Alpha","Autumn River","","","Ordinary","Near Mint","0.25","","1.4100","0.1000","","0","",""
"7484056","Sorcery Contested Realm","Alpha","Autumn River","","","Ordinary","Lightly Played","","","1.5400","0.2300","","0","",""
"7484057","Sorcery Contested Realm","Alpha","Autumn River","","","Ordinary","Moderately Played","","","","","","0","",""
"7484058","Sorcery Contested Realm","Alpha","Autumn River","","","Ordinary","Heavily Played","","","","","","0","",""
"7484059","Sorcery Contested Realm","Alpha","Autumn River","","","Ordinary","Damaged","","","","","","0","",""
"7484060","Sorcery Contested Realm","Alpha","Autumn River (Foil)","","","Ordinary","Near Mint Foil","14.33","","12.0000","11.0000","","0","",""
"7484061","Sorcery Contested Realm","Alpha","Autumn River (Foil)","","","Ordinary","Lightly Played Foil","","","","","","0","",""
"7484062","Sorcery Contested Realm","Alpha","Autumn River (Foil)","","","Ordinary","Moderately Played Foil","","","","","","0","",""
"7484063","Sorcery Contested Realm","Alpha","Autumn River (Foil)","","","Ordinary","Heavily Played Foil","","","","","","0","",""
"7484064","Sorcery Contested Realm","Alpha","Autumn River (Foil)","","","Ordinary","Damaged Foil","","","","","","0","",""
"7484065","Sorcery Contested Realm","Alpha","Autumn River (Preconstructed Deck)","","","Ordinary","Near Mint","0.42","","1.7300","0.4200","","0","",""
"7484066","Sorcery Contested Realm","Alpha","Autumn River (Preconstructed Deck)","","","Ordinary","Lightly Played","","","","","","0","",""
"7484067","Sorcery Contested Realm","Alpha","Autumn River (Preconstructed Deck)","","","Ordinary","Moderately Played","","","","","","0","",""
"7484068","Sorcery Contested Realm","Alpha","Autumn River (Preconstructed Deck)","","","Ordinary","Heavily Played","","","","","","0","",""
"7484069","Sorcery Contested Realm","Alpha","Autumn River (Preconstructed Deck)","","","Ordinary","Damaged","","","","","","0","",""
"7482042","Sorcery Contested Realm","Alpha","Autumn Unicorn","","","Exceptional","Near Mint","0.53","","1.7300","0.4200","","0","",""
"7482043","Sorcery Contested Realm","Alpha","Autumn Unicorn","","","Exceptional","Lightly Played","","","5.9900","1.0000","","0","",""
"7482044","Sorcery Contested Realm","Alpha","Autumn Unicorn","","","Exceptional","Moderately Played","","","","","","0","",""
"7482045","Sorcery Contested Realm","Alpha","Autumn Unicorn","","","Exceptional","Heavily Played","","","","","","0","",""
"7482046","Sorcery Contested Realm","Alpha","Autumn Unicorn","","","Exceptional","Damaged","","","","","","0","",""
"7482057","Sorcery Contested Realm","Alpha","Autumn Unicorn (Foil)","","","Exceptional","Near Mint Foil","55.00","","60.3100","59.0000","","0","",""
"7482058","Sorcery Contested Realm","Alpha","Autumn Unicorn (Foil)","","","Exceptional","Lightly Played Foil","","","","","","0","",""
"7482059","Sorcery Contested Realm","Alpha","Autumn Unicorn (Foil)","","","Exceptional","Moderately Played Foil","","","","","","0","",""
"7482060","Sorcery Contested Realm","Alpha","Autumn Unicorn (Foil)","","","Exceptional","Heavily Played Foil","","","","","","0","",""
"7482061","Sorcery Contested Realm","Alpha","Autumn Unicorn (Foil)","","","Exceptional","Damaged Foil","","","","","","0","",""
"7482047","Sorcery Contested Realm","Alpha","Autumn Unicorn (Preconstructed Deck)","","","Exceptional","Near Mint","","","2.3000","0.9900","","0","",""
"7482048","Sorcery Contested Realm","Alpha","Autumn Unicorn (Preconstructed Deck)","","","Exceptional","Lightly Played","","","","","","0","",""
"7482049","Sorcery Contested Realm","Alpha","Autumn Unicorn (Preconstructed Deck)","","","Exceptional","Moderately Played","","","","","","0","",""
"7482050","Sorcery Contested Realm","Alpha","Autumn Unicorn (Preconstructed Deck)","","","Exceptional","Heavily Played","","","","","","0","",""
"7482051","Sorcery Contested Realm","Alpha","Autumn Unicorn (Preconstructed Deck)","","","Exceptional","Damaged","","","","","","0","",""
"7482067","Sorcery Contested Realm","Alpha","Avatar of Air (Foil)","","","Elite","Near Mint Foil","","","","","","0","",""
"7482068","Sorcery Contested Realm","Alpha","Avatar of Air (Foil)","","","Elite","Lightly Played Foil","1299.99","","","","","0","",""
"7482069","Sorcery Contested Realm","Alpha","Avatar of Air (Foil)","","","Elite","Moderately Played Foil","","","","","","0","",""
"7482070","Sorcery Contested Realm","Alpha","Avatar of Air (Foil)","","","Elite","Heavily Played Foil","","","","","","0","",""
"7482071","Sorcery Contested Realm","Alpha","Avatar of Air (Foil)","","","Elite","Damaged Foil","","","","","","0","",""
"7482092","Sorcery Contested Realm","Alpha","Avatar of Air (Preconstructed Deck)","","","Elite","Near Mint","209.62","","237.9600","237.9600","","0","",""
"7482093","Sorcery Contested Realm","Alpha","Avatar of Air (Preconstructed Deck)","","","Elite","Lightly Played","159.99","","","","","0","",""
"7482094","Sorcery Contested Realm","Alpha","Avatar of Air (Preconstructed Deck)","","","Elite","Moderately Played","","","","","","0","",""
"7482095","Sorcery Contested Realm","Alpha","Avatar of Air (Preconstructed Deck)","","","Elite","Heavily Played","","","","","","0","",""
"7482096","Sorcery Contested Realm","Alpha","Avatar of Air (Preconstructed Deck)","","","Elite","Damaged","","","","","","0","",""
"7482152","Sorcery Contested Realm","Alpha","Avatar of Earth (Foil)","","","Elite","Near Mint Foil","","","2795.0000","2795.0000","","0","",""
"7482153","Sorcery Contested Realm","Alpha","Avatar of Earth (Foil)","","","Elite","Lightly Played Foil","","","","","","0","",""
"7482154","Sorcery Contested Realm","Alpha","Avatar of Earth (Foil)","","","Elite","Moderately Played Foil","","","","","","0","",""
"7482155","Sorcery Contested Realm","Alpha","Avatar of Earth (Foil)","","","Elite","Heavily Played Foil","","","","","","0","",""
"7482156","Sorcery Contested Realm","Alpha","Avatar of Earth (Foil)","","","Elite","Damaged Foil","","","","","","0","",""
"7482177","Sorcery Contested Realm","Alpha","Avatar of Earth (Preconstructed Deck)","","","Elite","Near Mint","137.24","","196.3000","194.9900","","0","",""
"7482178","Sorcery Contested Realm","Alpha","Avatar of Earth (Preconstructed Deck)","","","Elite","Lightly Played","","","","","","0","",""
"7482179","Sorcery Contested Realm","Alpha","Avatar of Earth (Preconstructed Deck)","","","Elite","Moderately Played","","","","","","0","",""
"7482180","Sorcery Contested Realm","Alpha","Avatar of Earth (Preconstructed Deck)","","","Elite","Heavily Played","","","","","","0","",""
"7482181","Sorcery Contested Realm","Alpha","Avatar of Earth (Preconstructed Deck)","","","Elite","Damaged","","","","","","0","",""
"7482187","Sorcery Contested Realm","Alpha","Avatar of Fire (Foil)","","","Elite","Near Mint Foil","699.99","","900.3100","899.0000","","0","",""
"7482188","Sorcery Contested Realm","Alpha","Avatar of Fire (Foil)","","","Elite","Lightly Played Foil","","","","","","0","",""
"7482189","Sorcery Contested Realm","Alpha","Avatar of Fire (Foil)","","","Elite","Moderately Played Foil","","","","","","0","",""
"7482190","Sorcery Contested Realm","Alpha","Avatar of Fire (Foil)","","","Elite","Heavily Played Foil","","","","","","0","",""
"7482191","Sorcery Contested Realm","Alpha","Avatar of Fire (Foil)","","","Elite","Damaged Foil","","","","","","0","",""
"7482182","Sorcery Contested Realm","Alpha","Avatar of Fire (Preconstructed Deck)","","","Elite","Near Mint","69.11","","120.3100","119.0000","","0","",""
"7482183","Sorcery Contested Realm","Alpha","Avatar of Fire (Preconstructed Deck)","","","Elite","Lightly Played","","","","","","0","",""
"7482184","Sorcery Contested Realm","Alpha","Avatar of Fire (Preconstructed Deck)","","","Elite","Moderately Played","","","","","","0","",""
"7482185","Sorcery Contested Realm","Alpha","Avatar of Fire (Preconstructed Deck)","","","Elite","Heavily Played","","","","","","0","",""
"7482186","Sorcery Contested Realm","Alpha","Avatar of Fire (Preconstructed Deck)","","","Elite","Damaged","44.94","","","","","0","",""
"7482217","Sorcery Contested Realm","Alpha","Avatar of Water (Foil)","","","Elite","Near Mint Foil","","","2502.5000","2500.0000","","0","",""
"7482218","Sorcery Contested Realm","Alpha","Avatar of Water (Foil)","","","Elite","Lightly Played Foil","","","","","","0","",""
"7482219","Sorcery Contested Realm","Alpha","Avatar of Water (Foil)","","","Elite","Moderately Played Foil","","","","","","0","",""
"7482220","Sorcery Contested Realm","Alpha","Avatar of Water (Foil)","","","Elite","Heavily Played Foil","","","","","","0","",""
"7482221","Sorcery Contested Realm","Alpha","Avatar of Water (Foil)","","","Elite","Damaged Foil","","","","","","0","",""
"7482222","Sorcery Contested Realm","Alpha","Avatar of Water (Preconstructed Deck)","","","Elite","Near Mint","128.19","","124.3100","123.0000","","0","",""
"7482223","Sorcery Contested Realm","Alpha","Avatar of Water (Preconstructed Deck)","","","Elite","Lightly Played","","","","","","0","",""
"7482224","Sorcery Contested Realm","Alpha","Avatar of Water (Preconstructed Deck)","","","Elite","Moderately Played","","","","","","0","",""
"7482225","Sorcery Contested Realm","Alpha","Avatar of Water (Preconstructed Deck)","","","Elite","Heavily Played","","","","","","0","",""
"7482226","Sorcery Contested Realm","Alpha","Avatar of Water (Preconstructed Deck)","","","Elite","Damaged","","","","","","0","",""
"7482257","Sorcery Contested Realm","Alpha","Awakened Mummies","","","Exceptional","Near Mint","0.45","","1.7400","0.4300","","0","",""
"7482258","Sorcery Contested Realm","Alpha","Awakened Mummies","","","Exceptional","Lightly Played","","","","","","0","",""
"7482259","Sorcery Contested Realm","Alpha","Awakened Mummies","","","Exceptional","Moderately Played","","","","","","0","",""
"7482260","Sorcery Contested Realm","Alpha","Awakened Mummies","","","Exceptional","Heavily Played","","","","","","0","",""
"7482261","Sorcery Contested Realm","Alpha","Awakened Mummies","","","Exceptional","Damaged","","","","","","0","",""
"7482262","Sorcery Contested Realm","Alpha","Awakened Mummies (Foil)","","","Exceptional","Near Mint Foil","33.00","","23.0000","23.0000","","0","",""
"7482263","Sorcery Contested Realm","Alpha","Awakened Mummies (Foil)","","","Exceptional","Lightly Played Foil","","","","","","0","",""
"7482264","Sorcery Contested Realm","Alpha","Awakened Mummies (Foil)","","","Exceptional","Moderately Played Foil","","","","","","0","",""
"7482265","Sorcery Contested Realm","Alpha","Awakened Mummies (Foil)","","","Exceptional","Heavily Played Foil","","","","","","0","",""
"7482266","Sorcery Contested Realm","Alpha","Awakened Mummies (Foil)","","","Exceptional","Damaged Foil","","","","","","0","",""
"7482296","Sorcery Contested Realm","Alpha","Azuridge Caravan","","","Ordinary","Near Mint","0.07","","1.3400","0.0300","","0","",""
"7482297","Sorcery Contested Realm","Alpha","Azuridge Caravan","","","Ordinary","Lightly Played","","","","","","0","",""
"7482298","Sorcery Contested Realm","Alpha","Azuridge Caravan","","","Ordinary","Moderately Played","","","","","","0","",""
"7482299","Sorcery Contested Realm","Alpha","Azuridge Caravan","","","Ordinary","Heavily Played","","","","","","0","",""
"7482300","Sorcery Contested Realm","Alpha","Azuridge Caravan","","","Ordinary","Damaged","","","","","","0","",""
"7482291","Sorcery Contested Realm","Alpha","Azuridge Caravan (Foil)","","","Ordinary","Near Mint Foil","9.48","","8.0200","7.0200","","0","",""
"7482292","Sorcery Contested Realm","Alpha","Azuridge Caravan (Foil)","","","Ordinary","Lightly Played Foil","","","","","","0","",""
"7482293","Sorcery Contested Realm","Alpha","Azuridge Caravan (Foil)","","","Ordinary","Moderately Played Foil","","","","","","0","",""
"7482294","Sorcery Contested Realm","Alpha","Azuridge Caravan (Foil)","","","Ordinary","Heavily Played Foil","","","","","","0","",""
"7482295","Sorcery Contested Realm","Alpha","Azuridge Caravan (Foil)","","","Ordinary","Damaged Foil","","","","","","0","",""
"7482361","Sorcery Contested Realm","Alpha","Backstab","","","Exceptional","Near Mint","0.34","","1.5900","0.2800","","0","",""
"7482362","Sorcery Contested Realm","Alpha","Backstab","","","Exceptional","Lightly Played","","","","","","0","",""
"7482363","Sorcery Contested Realm","Alpha","Backstab","","","Exceptional","Moderately Played","","","","","","0","",""
"7482364","Sorcery Contested Realm","Alpha","Backstab","","","Exceptional","Heavily Played","","","","","","0","",""
"7482365","Sorcery Contested Realm","Alpha","Backstab","","","Exceptional","Damaged","","","","","","0","",""
"7482371","Sorcery Contested Realm","Alpha","Backstab (Foil)","","","Exceptional","Near Mint Foil","","","","","","0","",""
"7482372","Sorcery Contested Realm","Alpha","Backstab (Foil)","","","Exceptional","Lightly Played Foil","","","","","","0","",""
"7482373","Sorcery Contested Realm","Alpha","Backstab (Foil)","","","Exceptional","Moderately Played Foil","","","","","","0","",""
"7482374","Sorcery Contested Realm","Alpha","Backstab (Foil)","","","Exceptional","Heavily Played Foil","","","","","","0","",""
"7482375","Sorcery Contested Realm","Alpha","Backstab (Foil)","","","Exceptional","Damaged Foil","","","","","","0","",""
"7482411","Sorcery Contested Realm","Alpha","Bane Widow","","","Exceptional","Near Mint","0.43","","1.6500","0.3400","","0","",""
"7482412","Sorcery Contested Realm","Alpha","Bane Widow","","","Exceptional","Lightly Played","","","2.1700","0.8600","","0","",""
